name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
"Kurkure Green Chutney, Rajasthani Style",2000,0,0,2000,90,TRUE,90
Kellogg's Chocos Combo Pack,6000,6,0,5600,156,TRUE,156
Kissan Mixed Fruit Jam ,15500,0,0,15500,500,TRUE,500
Lijjat Urad Papad,6000,5,0,5700,200,TRUE,200
Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,TRUE,200
Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,TRUE,200
Maggi Magic Cubes Chicken,4000,2,0,3900,40,TRUE,40
Pedigree Puppy Chicken Chunks in Gravy ,3500,2,0,3400,70,TRUE,70
The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,TRUE,325
Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,TRUE,20
Safal Frozen Mixed Vegetables,6000,5,0,5700,500,TRUE,500
Safal Frozen Corn,4100,4,0,3900,200,TRUE,200
Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,TRUE,200
Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,TRUE,600
Saffola Oats 100 % Natural,1500,0,0,1500,38,TRUE,38
Lijjat Moong Papad,6000,5,0,5700,200,TRUE,200
Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,TRUE,70
Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,TRUE,70
Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,TRUE,250
Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,TRUE,240
Top Ramen Masala,9100,9,0,8200,560,TRUE,560
Kelloggs Corn Flakes With Real Strawberry Pure,26500,10,0,23600,575,TRUE,575
Mother's Recipe Potato Papad,3100,9,0,2800,70,TRUE,75
Mothers Recipe Rice Papad Ajwain,2400,0,0,2400,75,TRUE,75
Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,TRUE,500
Dabur Hommade - Imli Sauce Saunth,2000,10,0,1800,100,TRUE,100
Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,TRUE,300
Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,TRUE,65
Safal Frozen - Sweet Corn,16000,5,0,15200,1000,TRUE,1
MTR Vegetable Upma,2500,0,0,2500,60,TRUE,60
Del Monte Original Blend Tomato Ketchup Pouch,12000,7,0,11100,950,TRUE,950
Del Monte Natural Vinegar ,5500,3,0,5300,180,TRUE,180
Del Monte Eggless Mayo,13500,6,0,12600,500,TRUE,500
ITC Master Chef Cheesy Corn Triangles,16000,5,0,15200,320,TRUE,320
Mother's Recipe Mixed Pickle ,11500,4,0,11000,400,TRUE,400
Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,TRUE,250
Hershey's Cocoa + Almond Spread,29500,9,0,26600,350,TRUE,350
Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,TRUE,280
Del Monte Schezwan Sauce,5500,0,0,5500,190,TRUE,190
Yummiez Green Peas,13500,0,0,13500,500,TRUE,500
Yummiez Green Peas,25000,0,0,25000,1000,TRUE,1
Yummiez American Sweet Corn,8500,0,0,8500,400,TRUE,400
Dr Oetker Cucumber & Carrot Sandwich Spread Veg,7900,0,0,7900,250,TRUE,250
Del Monte Pitted Green Olives,25000,0,0,25000,450,TRUE,450
