name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Mother's Recipe Tamarind Paste,5000,2,2,4900,200,FALSE,200
Japanese Choice Udon Noodles,29500,9,6,26600,250,FALSE,250
Pantai Coconut Milk,15000,0,4,15000,400,FALSE,400
Praakritik Organic Masoor Dal,13000,10,6,11600,500,FALSE,500
Popular Essentials Classic Sona Masuri Rice,43000,10,6,38700,5000,FALSE,5
Popular Essentials Salted Murmure ,7000,18,6,5700,400,FALSE,400
Oleev Active Oil (Pouch),26500,9,6,23900,1000,FALSE,1
Delight Nuts Dried Blueberries ,54000,20,6,43200,150,FALSE,150
Popular Essentials Double Beans White,6000,10,6,5400,250,FALSE,250
Delight Nuts Almond Natural ,34900,20,6,27900,200,FALSE,200
Praakritik Organic Jaggery,16000,6,6,15000,900,FALSE,900
Praakritik Organic Raw Sugar,9000,6,6,8400,500,FALSE,500
MTR Masala - Sambar Powder,11500,0,4,11500,200,FALSE,200
RRO Til Dil Premium Til Oil Bottle,17300,6,6,16200,500,FALSE,500
ITC Master Chef Vegetable Biryani Cooking Paste,7500,30,5,5200,80,FALSE,80
Jivana Jaggery,10000,0,2,10000,950,FALSE,950
Praakritik Organic Besan,17000,6,6,15900,500,FALSE,500
MTR Instant Gulab Jamun Mix,19500,9,6,17600,500,FALSE,500
Maggi Magic Cubes Extra Chicken,19900,0,2,19900,240,FALSE,240
On1y Mixed Herbs,9900,0,6,9900,14,FALSE,14
Popular Essentials Urad Gola Black (Un-Polished),8000,10,6,7200,500,FALSE,500
Gits Dessert Mix China Grass Bombay Halwa,5500,0,4,5500,80,FALSE,80
Praakritik Organic Basmati Rice,17000,0,5,17000,500,FALSE,500
Ceres Foods Nalli Nihari Instant Liquid Masala,22000,50,6,11000,200,FALSE,200
Borges Canola Oil Pet Bottle,39900,0,6,39900,1000,FALSE,1
Suhana Biryani Masala,6600,0,6,6600,50,FALSE,50
On1y Black Salt Grinder,9900,0,6,9900,100,FALSE,100
Popular Essentials Nylon Til,4000,2,6,3900,100,FALSE,100
Pillsbury Rich Choco Oven Cake Mix - Egg Free,17000,6,6,15900,270,FALSE,270
Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,FALSE,77
Praakritik Organic Jowar Atta,11000,6,6,10300,500,FALSE,500
Sugarfree Gold Low Calorie Sweetner ,27000,7,6,25100,50,FALSE,50
Epicurea Thai Jasmine Rice,29500,0,4,29500,500,FALSE,500
Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,FALSE,400
RRO Primio Refined Groundnut (Jar),49000,11,6,43600,2000,FALSE,2
Praakritik Organic Tuvar Dal,14000,0,6,14000,500,FALSE,500
Sugarfree Gold Low Calorie Sweetner,18500,5,3,17500,300,FALSE,300
Cantina Beans Mexican Beans,25000,14,6,21300,410,FALSE,410
Pillsbury Oven Cake Mix - Vanilla,17500,10,6,15600,225,FALSE,225
Hershey's Chocolate Milk Booster,20000,0,6,20000,450,FALSE,450
Popular Essentials Byadagi Chilli Stemless,8000,0,6,8000,100,FALSE,100
Suhana Spice Mix - Chicken Biryani,6600,0,6,6600,50,FALSE,50
Praakritik Organic Yellow Moon Dal,13500,0,6,13500,500,FALSE,500
Maggi Magic Cubes Extra Chicken,19900,10,6,17900,240,FALSE,240
Dhara Filtered Groundnut Oil (Jar),105000,0,2,105000,5000,FALSE,5
24 Mantra Sona Masuri Brown Rice,47500,10,6,42300,5000,FALSE,5
24 Mantra Organic Pancharatna Dal - Split,13000,7,6,12000,500,FALSE,500
24 Mantra Organic Cumin Powder,7000,0,6,7000,100,FALSE,100
Popular Essentials Samba Broken Wheat,10000,11,6,8900,500,FALSE,500
Betty Crocker Chocolate Fudge Cake Mix,29500,0,6,29500,475,FALSE,475
Borges Extra Light Olive Oil Bottle ,260000,46,6,139900,2000,FALSE,2
Flying Bird Premium Orange Artificial Food Essence,6000,0,6,6000,20,FALSE,20
Popular Essentials Red Cherry/Gundu Chilli,9500,0,6,9500,100,FALSE,100
Super Saver Kolam Rice Sortex Clean ,70000,10,3,63000,5000,FALSE,5
Flying Bird Food Essence - Kewra,5000,0,6,5000,20,FALSE,20
MTR Vada Breakfast,20000,0,1,20000,500,FALSE,500
On1y Pasta Seasoning,9900,0,6,9900,30,FALSE,30
Praakritik Organic Indrayani Rice,7000,0,6,7000,500,FALSE,500
On1y Pizza Seasoning,9900,0,6,9900,28,FALSE,28
Kitchens of India Mutter Paneer Mix,12000,30,4,8400,285,FALSE,285
Aashirvaad Svasti Cow Ghee Tetra Pack,29500,0,6,29500,500,FALSE,500
Weikfield Cooker Cake Mix - Vanilla,9500,0,6,9500,150,FALSE,150
Praakritik Organic Kapli Wheat Atta,16500,10,6,14700,1000,FALSE,1
Epicurea Sushi Rice,29500,0,6,29500,500,FALSE,500
Sugarfree Natural Green Stevia Leaves Zero Calorie,7500,0,2,7500,100,FALSE,100
Smith & Jones Italian Spices Masala Mix,9900,0,6,9900,75,FALSE,75
Satyam Nighties Spices  Chilli Bore,8900,10,6,8000,100,FALSE,100
Weikfield Veg Jelly Crystals - Orange,4500,2,6,4400,90,FALSE,90
Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,FALSE,500
On1y Sea Salt Grinder,8900,0,6,8900,100,FALSE,100
Delight Nuts Berries Mix ,39900,20,6,31900,200,FALSE,200
Everest Kesari Milk Masala,20500,0,6,20500,50,FALSE,20
Praakritik Organic Ginger Powder,13900,10,6,12500,100,FALSE,100
Suhana Mutton Gravy Mix,4500,0,4,4500,80,FALSE,80
On1y Salad Seasoning Grinder,13900,0,6,13900,45,FALSE,45
Figaro Pure Olive Oil,32500,8,1,29900,200,FALSE,200
Madhur Sugar,6000,6,0,5600,1000,TRUE,1
Amul Fresh Cream,6300,0,0,6300,250,TRUE,250
Madhur Pure And Hygienic Sugar,29500,9,0,26600,5000,TRUE,5
Satyam Poha Jada,3500,8,0,3200,500,TRUE,500
Aashirvaad Superior MP Whole Wheat Atta,5300,1,0,5200,1000,TRUE,1
Fortune Soyabean Oil,21000,13,0,18100,1000,TRUE,1
Maggi Masala Ae Magic,5800,6,0,5400,72,TRUE,72
Aashirvaad Iodised Salt ,2200,13,0,1900,1000,TRUE,1
Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,TRUE,280
Popular Essentials Phool Makhana (Jumbo Size),15000,14,0,12800,100,TRUE,100
Aashirvaad Atta With Mutigrains,31500,8,0,28700,5000,TRUE,5
Tata Sampann Poha,4400,6,0,4100,500,TRUE,500
Fortune Besan Flour,12000,0,0,12000,1000,TRUE,1
Popular Essentials Toor Dal (Un-Polished),8000,7,0,7400,500,TRUE,500
Everest Tikhalal Hot & Red Chilly Powder,4700,2,0,4600,100,TRUE,100
Popular Essentials Chia Seeds,5000,2,0,4900,100,TRUE,100
Tata Sampann Unpolished Toor Dal/Arhar Dal,17900,1,0,17700,1000,TRUE,200
Everest Coriander Powder,3200,3,0,3100,100,TRUE,100
Satyam Thin Poha Patla,3800,7,0,3500,500,TRUE,500
Popular Essentials Sona Masouri Raw Rice,7500,0,0,7500,1000,TRUE,1
Tata Sampann High Protien Chana Dal - Split,6400,0,0,6400,500,TRUE,500
Satyam Singdana ,11900,6,0,11100,500,TRUE,500
Tata Sampann Moong Chilka ,8800,6,0,8200,500,TRUE,500
Tata Sampann High Protien Toor Dal - Split,9100,2,0,8900,500,TRUE,500
Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,TRUE,20
Everest Chat Masala,6500,9,0,5900,100,TRUE,100
Popular Essentials Black Brown Chana (Un-Polished),5500,9,0,5000,500,TRUE,500
Dabur Ginger Garlic Paste,5000,6,0,4700,200,TRUE,200
Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,TRUE,600
Saffola Oats 100 % Natural,1500,0,0,1500,38,TRUE,38
Everest Kashmiri Lal Chilli Powder,31000,10,0,27900,500,TRUE,500
Popular Essentials Black Raisins Seedless,6000,10,0,5400,100,TRUE,100
Daawat Rozana Super Basmati Rice,7900,0,0,7900,1000,TRUE,1
Everest Cumin Powder (Jeera),3000,3,0,2900,50,TRUE,50
Everest Sambhar Masala,3400,2,0,3300,50,TRUE,50
Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,TRUE,70
Popular Essentials Mustard Seeds Rai Big,2000,0,0,2000,100,TRUE,100
Patanjali Cow's Ghee,56500,0,0,56500,1000,TRUE,1
Everest Amchur Powder,4200,2,0,4100,50,TRUE,50
Daawat Super Basmati Rice,18500,8,0,16900,1000,TRUE,1
Popular Essentials Sabudana,6000,10,0,5400,500,TRUE,500
Popular Essentials Brown Sugar,4000,0,0,4000,500,TRUE,500
Everest Coriander Powder,7000,10,0,6300,200,TRUE,200
Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,TRUE,240
Tata Tea Gold,3500,0,0,3500,100,TRUE,200
Daawat Rozana Gold Basmati Rice,9000,1,0,8900,1000,TRUE,1
Top Ramen Masala,9100,9,0,8200,560,TRUE,560
Everest Turmeric Powder,6700,10,0,6000,200,TRUE,200
Popular Essentials Buckwheat Flour (Kuttu Atta),12500,9,0,11300,500,TRUE,500
Keya Italian Pizza Oregano,10900,11,0,9700,80,TRUE,80
Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,TRUE,500
Tata Sampann Kala Chana,12500,0,0,12500,1000,TRUE,1
India Gate Basmati Rice,21000,0,0,21000,1000,TRUE,1
24 Mantra Organic Whole Wheat Atta,6400,7,0,5900,1000,TRUE,1
Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,TRUE,300
Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,TRUE,65
Sugarlite 50% Less Calories Sugar Pouch,9900,40,0,5900,500,TRUE,500
Popular Essentials Sabja/Basil Seeds,6000,15,0,5100,100,TRUE,100
Patanjali Pure Honey,9500,0,0,9500,250,TRUE,250
Weikfield Falooda Mix - Mango,4900,2,0,4800,200,TRUE,200
Pro Nature Organic Sonamasoori Brown Rice,10200,7,0,9400,1000,TRUE,1
Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,TRUE,280
Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,TRUE,250
Everest Saffron Kesar,12000,0,0,12000,1,TRUE,0
